ID_long,h_type,room_cnt_os.x,p01_plc_2,p02_plc_2,p03_plc_2,p04_plc_2,p05_plc_2,p06_plc_2,p07_plc_2,p08_plc_2,p09_plc_2,p010_plc_2,p011_plc_2,p012_plc_2,p01_plcrec_2,p02_plcrec_2,p03_plcrec_2,p04_plcrec_2,p05_plcrec_2,p06_plcrec_2,p07_plcrec_2,p08_plcrec_2,p09_plcrec_2,p010_plcrec_2,p011_plcrec_2,p012_plcrec_2,p01_rel_2,p02_rel_2,p03_rel_2,p04_rel_2,p05_rel_2,p06_rel_2,p07_rel_2,p08_rel_2,p09_rel_2,p010_rel_2,p011_rel_2,p012_rel_2,p01_age,p02_age,p03_age,p04_age,p05_age,p06_age,p07_age,p08_age,p09_age,p010_age,p011_age,p012_age,fam_size2,race2,pr_hh,pr_pop_hh,no_year_site2,no_year_city2,rent_os_grss,ann_inc_sum,rent_ut,hh_brdn_rent,hh_brdn_rent_ut,room_cnt_os,ovrcrwd,ovr_grp
3458098649-61037-013_3458098649-61037-014,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,260,NA,260,NA,NA,NA,NA,NA
3458098649-61037-015_3458098649-61037-016,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,390,NA,390,NA,NA,NA,NA,NA
3458098649-61037-017_3458098649-61037-018,Rooming,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,676,NA,676,NA,NA,NA,NA,NA
3458098649-61037-019_3458098649-61037-020,Rooming,2.5,PR,PR,PR,USA,USA,NA,NA,NA,NA,NA,,,PR,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,NA,Mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,0,NA,NA,NA,NA,NA,NA,NA,5,NA,1,5,1,2.5,420,NA,420,NA,NA,2.5,2,1.51 or more
3458099466-61039-001_3458099466-61039-002,Rooming,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,NA,NA,936,NA,936,NA,NA,2,1,1.00 or less
3458099466-61039-003_3458099466-61039-004,Rooming,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,468,NA,468,NA,NA,NA,NA,NA
3458099466-61039-005_3458099466-61039-006,Rooming,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,624,NA,624,NA,NA,NA,NA,NA
3458099466-61039-007_3458099466-61039-008,Rooming,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,NA,NA,676,NA,676,NA,NA,2,1,1.00 or less
3458099466-61039-009_3458099466-61039-010,Rooming,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,936,NA,936,NA,NA,NA,NA,NA
3458099466-61039-011_3458099466-61039-012,Rooming,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,520,NA,520,NA,NA,NA,NA,NA
3458099466-61039-013_3458099466-61039-014,Rooming,2,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican mix,1,3,1.5,2,936,2704,936,34.61538462,34.61538462,2,1.5,1.01 to 1.50
3458099466-61039-015_3458099466-61039-016,Rooming,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,0,NA,NA,780,NA,780,NA,NA,2,1.5,1.01 to 1.50
3458099466-61039-017_3458099466-61039-018,Rooming,3,Virgin Islands,WestInd,Virgin Islands,NA,NA,NA,NA,NA,NA,NA,,,Caribbean,Caribbean,Caribbean,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Mother,Nephew,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,76,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,0,3.5,8,1040,4940,1040,21.05263158,21.05263158,3,1,1.00 or less
3458099466-61039-019_3458099466-61039-020,Rooming,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Daughter,Brother,Mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,4,NA,1144,NA,1144,NA,NA,3,1.333333333,1.01 to 1.50
3458099466-61039-021_3458099466-61039-022,Rooming,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,520,NA,520,NA,NA,NA,NA,NA
3458099466-61039-023_3458099466-61039-024,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,0,NA,NA,NA,468,NA,468,NA,NA,NA,NA,NA
3458099466-61039-025_3458099466-61039-026,Rooming,1.5,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Puerto Rican mix,1,2,5.5,8,936,NA,936,NA,NA,1.5,1.333333333,1.01 to 1.50
3458099466-61039-027_3458099466-61039-028,Rooming,1.2,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,NA,NA,NA,3380,NA,NA,NA,1.2,1.666666667,1.51 or more
3458099466-61039-029_3458099466-61039-030,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,NA,520,NA,520,NA,NA,1,1,1.00 or less
3458100579-61040-001_3458100579-61040-002,Rooming,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,NA,NA,NA,NA,NA,NA,NA,5,0.4,1.00 or less
3458100579-61040-003_3458100579-61040-004,Rooming,3,USA,USA,USA,USA,USA,USA,USA,USA,NA,NA,,,USA,USA,USA,USA,USA,USA,USA,USA,NA,NA,NA,NA,H,Wife,Daughter,Daughter,Daughter,Son,Daughter,Daughter,NA,NA,NA,NA,39,23,7,5,4,2,1,3,NA,NA,NA,NA,8,Negro,0,0,1.5,15,960,NA,960,NA,NA,3,2.666666667,1.51 or more
3458100579-61040-005_3458100579-61040-006,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3458100579-61040-007_3458100579-61040-008,Rooming,3,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,NA,NA,288,6500,288,4.430769231,4.430769231,3,0.666666667,1.00 or less
3458100579-61040-009_3458100579-61040-010,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3458100579-61040-011_3458100579-61040-012,Rooming,1,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Nrth. Am.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,25,NA,408,NA,408,NA,NA,1,1,1.00 or less
3458100579-61040-013_3458100579-61040-014,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3458100579-61040-015_3458100579-61040-016,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,NA,NA,480,NA,480,NA,NA,1,2,1.51 or more
3458100579-61040-017_3458100579-61040-018,Rooming,3,USA,USA,USA,NA,USA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,USA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,37,35,15,9,6,NA,NA,NA,NA,NA,NA,NA,5,Negro,0,0,0.67,20,NA,3380,NA,NA,NA,3,1.666666667,1.51 or more
3458100579-61040-019_3458100579-61040-020,Rooming,2.5,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,37,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Negro,0,0,13,13,NA,3640,NA,NA,NA,2.5,1.2,1.01 to 1.50
3458100579-61040-021_3458100579-61040-022,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3458100579-61040-023_3458100579-61040-024,Rooming,1,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Negro,0,0,1.33,1.33,NA,1300,NA,NA,NA,1,1,1.00 or less
3458100579-61040-025_3458100579-61040-026,Rooming,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3458100579-61040-027_3458100579-61040-028,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Negro,0,0,4,50,480,1196,480,40.13377926,40.13377926,1,2,1.51 or more
3458100579-61040-029_3458100579-61040-030,Rooming,1,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Negro,0,0,NA,NA,NA,780,NA,NA,NA,1,2,1.51 or more
3458100579-61040-031_3458100579-61040-032,Rooming,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,3,0.333333333,1.00 or less
3458100579-61040-033_3458100579-61040-034,Rooming,1,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,6,39,NA,NA,NA,NA,NA,1,2,1.51 or more
3458100579-61040-035_3458100579-61040-036,Rooming,1,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Negro,0,0,9,40,780,1872,780,41.66666667,41.66666667,1,2,1.51 or more
3458100579-61040-037_3458100579-61040-038,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,456,NA,456,NA,NA,NA,NA,NA
3458100579-61040-039_3458100579-61040-040,Rooming,1,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Negro,0,0,9,NA,NA,NA,NA,NA,NA,1,1,1.00 or less
3458100579-61040-041_3458100579-61040-042,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,2,1.51 or more
3458101564-61043-001_3458101564-61043-002,Rooming,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3458101564-61043-003_3458101564-61043-004,Rooming,1,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,20,40,364,774,364,47.02842377,47.02842377,1,1,1.00 or less
3458101564-61043-005_3458101564-61043-006,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,208,NA,208,NA,NA,NA,NA,NA
3458101564-61043-007_3458101564-61043-008,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,312,NA,312,NA,NA,NA,NA,NA
3458101564-61043-009_3458101564-61043-010,Rooming,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,468,NA,468,NA,NA,NA,NA,NA
3458101564-61043-011_3458101564-61043-012,Rooming,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,468,NA,468,NA,NA,NA,NA,NA
3458101564-61043-013_3458101564-61043-014,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,NA,364,NA,364,NA,NA,1,1,1.00 or less
3458101564-61043-015_3458101564-61043-016,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,312,NA,312,NA,NA,NA,NA,NA
3458102587-61042-001_3458102587-61042-002,NA,2,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,Wife,Son,Daughter,Daughter,Daughter,NA,NA,NA,NA,NA,NA,NA,21,5,3,2,0,NA,NA,NA,NA,NA,NA,NA,5,Negro,0,0,NA,NA,884,NA,884,NA,NA,2,2.5,1.51 or more
